idx,price,beds,bath,sqft,lot_size,address,lat,long
538,538,989999.0,4.0,2.5,2100.0,2612.0,"11518 Faisan Way, San Diego, CA 92124",32.8140017,-117.0804885
539,539,2295000.0,4.0,3.5,2900.0,,"8671 Herrington Way, San Diego, CA 92127",33.0281535,-117.1401016
540,540,1100000.0,3.0,2.5,1707.0,3.58,"3330 Caminito Eastbluff Unit 149, La Jolla, CA 92037",32.8586486,-117.2321662
541,541,975000.0,3.0,2.5,2100.0,,"6863 Halifax St, San Diego, CA 92120",32.7971353,-117.0863265
542,542,585000.0,3.0,1.0,1113.0,8300.0,"5976-Albemarle St, San Diego, CA 92139",32.6778529,-117.0629736
543,543,1699900.0,5.0,3.5,3310.0,8733.0,"10508 Jepson Ln, San Diego, CA 92131",32.934343,-117.1040003
544,544,950000.0,2.0,1.0,1496.0,7037.0,"4355-57 Clairemont Mesa Blvd, San Diego, CA 92117",32.8336908,-117.1992239
545,545,1300000.0,3.0,2.0,1489.0,7900.0,"2667 Burgener Blvd, San Diego, CA 92110",32.7898908,-117.1918411
546,546,650000.0,3.0,1.5,1479.0,6700.0,"6446 Hayward Way, San Diego, CA 92139",32.68452310000001,-117.0537788
547,547,2500000.0,3.0,3.0,1820.0,5812.0,"643 Bonair St, La Jolla, CA 92037",32.8308255,-117.2741101
548,548,828000.0,3.0,2.5,1240.0,3.87,"17559 Matinal Rd Unit 14, San Diego, CA 92127",33.0313229,-117.0844488
549,549,799900.0,3.0,1.0,1148.0,6759.0,"4749 Choctaw Dr, San Diego, CA 92115",32.7653693,-117.06233
550,550,1199000.0,3.0,2.0,1935.0,,"9142 Irvington Ave, San Diego, CA 92123",32.7949988,-117.1298073
551,551,849000.0,3.0,2.0,1618.0,5600.0,"3961 Ardmore Dr, San Diego, CA 92111",32.816845,-117.1656973
552,552,700000.0,3.0,2.5,1330.0,2152.0,"5153 Caminito Cachorro, San Diego, CA 92105",32.7324327,-117.087155
553,553,749900.0,3.0,2.5,1977.0,6900.0,"7094 Silverwood St, San Diego, CA 92114",32.6940341,-117.0413193
554,554,848000.0,3.0,2.0,1544.0,5700.0,"16432 Felice Dr, San Diego, CA 92128",33.0117558,-117.0632494
555,555,460000.0,1.0,1.0,561.0,,"4568 Kansas St Apt 3, San Diego, CA 92116",32.760347,-117.1317853
556,556,3000000.0,3.0,2.5,2510.0,,"100 Harbor Dr Units 3305 & 3306, San Diego, CA 92101",32.7293076,-117.1997407
557,557,4250000.0,3.0,3.0,2034.0,,"888 W E St Unit 4003, San Diego, CA 92101",32.7147906,-117.1706057
558,558,1589000.0,4.0,2.0,1908.0,7905.0,"3751 Jennings St, San Diego, CA 92106",32.7197832,-117.2454507
559,559,520000.0,3.0,1.5,1323.0,,"3075 Iris Ave Unit D, San Ysidro, CA 92173",32.5688341,-117.0675938
560,560,15900000.0,5.0,5.5,9022.0,0.37,"7451 Hillside Dr, La Jolla, CA 92037",32.8445271,-117.2556669
561,561,585000.0,3.0,2.0,1373.0,6.92,"6923 Parkside Ave, San Diego, CA 92139",32.6733857,-117.0422512
562,562,899000.0,4.0,2.0,1344.0,4600.0,"8290 Laurelridge Rd, San Diego, CA 92120",32.8081762,-117.0597555
563,563,289900.0,3.0,2.0,1224.0,5000.0,"2750 Wheatstone St Spc 36, San Diego, CA 92111",32.794221,-117.1810688
564,564,965000.0,3.0,2.5,1869.0,,"11171 Caminito Vista Serena, San Diego, CA 92131",32.9134103,-117.0920608
565,565,679000.0,2.0,2.0,1042.0,,"3666 3rd Ave Unit 202, San Diego, CA 92103",32.7446262,-117.1630546
566,566,999999.0,4.0,2.0,1665.0,7800.0,"6826 Estrella Ave, San Diego, CA 92120",32.7963398,-117.0881652
567,567,1199000.0,3.0,2.0,1957.0,,"2921 India St Apt 3, San Diego, CA 92103",32.7343766,-117.1730318
568,568,949000.0,3.0,2.0,1525.0,5000.0,"11186 Berryknoll St, San Diego, CA 92126",32.9250757,-117.1558408
569,569,3999000.0,4.0,4.5,3850.0,7200.0,"4415 Piedmont Dr, San Diego, CA 92107",32.7258351,-117.2531441
570,570,999000.0,3.0,1.5,1708.0,,"5472 Gilbert Dr, San Diego, CA 92115",32.7589501,-117.076765
571,571,1999000.0,3.0,3.5,2234.0,12.15,"2149 Caminito Del Barco, Del Mar, CA 92014",32.9372568,-117.2562775
572,572,950000.0,2.0,2.5,1847.0,1.36,"301 W G St Unit 139, San Diego, CA 92101",32.7119196,-117.1660419
573,573,1400000.0,3.0,2.0,1906.0,6300.0,"3836 Atascadero Dr, San Diego, CA 92107",32.7394192,-117.2326812
574,574,540000.0,2.0,1.5,1160.0,,"3551 Ruffin Rd Unit 165, San Diego, CA 92123",32.8070829,-117.1282642
575,575,377000.0,3.0,2.0,792.0,,"227 50th St Apt 14, San Diego, CA 92102",32.7055472,-117.0861746
576,576,1698000.0,6.0,3.5,2328.0,,"3124-26 32nd St, San Diego, CA 92104",32.7380017,-117.1253198
577,577,2450000.0,4.0,3.5,3071.0,7152.0,"3315 Windbreak Ct, San Diego, CA 92130",32.9554142,-117.2426029
578,578,1095000.0,2.0,1.0,800.0,,"1816 Diamond St, San Diego, CA 92109",32.8037021,-117.2375615
579,579,2200000.0,5.0,2.5,2613.0,0.34,"3404 Tony Dr, San Diego, CA 92122",32.8577075,-117.211642
580,580,540000.0,2.0,1.0,885.0,,"10733 Caminito Bravura, San Diego, CA 92108",32.7829361,-117.1062626
581,581,1599000.0,3.0,3.0,1255.0,3717.0,"4783 Pescadero Ave, San Diego, CA 92107",32.7376484,-117.2533049
582,582,1065000.0,2.0,2.5,1631.0,1.88,"4419 Caminito Sana Unit 3, San Diego, CA 92122",32.8637073,-117.2102913
583,583,799900.0,5.0,2.5,2604.0,6400.0,"7986 Topaz Lake Ave, San Diego, CA 92119",32.7940268,-117.0260664
584,584,699000.0,3.0,2.0,1410.0,0.42,"957 Armacost Rd, San Diego, CA 92114",32.7157419,-117.0389744
585,585,1450000.0,3.0,2.0,1700.0,,"2488 Azure Coast Dr, La Jolla, CA 92037",32.8494875,-117.2491252
586,586,795000.0,2.0,1.0,904.0,,"3317 Upas St, San Diego, CA 92104",32.7409128,-117.1224998
587,587,366547.0,2.0,2.0,1090.0,1.26,"3950 Ohio St Unit 325, San Diego, CA 92104",32.7496902,-117.129277
588,588,1495000.0,4.0,2.0,2937.0,0.24,"6503 Lochmoor Dr, San Diego, CA 92120",32.79478510000001,-117.0504686
589,589,625000.0,2.0,1.0,923.0,12.97,"2690 Worden St Unit 85, San Diego, CA 92110",32.7480107,-117.2277075
590,590,908000.0,3.0,2.5,1624.0,4155.0,"6089 Portobelo Ct, San Diego, CA 92124",32.8399325,-117.0957956
591,591,4459000.0,2.0,2.5,3995.0,,"2604 5th Ave Unit 901, San Diego, CA 92103",32.7326153,-117.1606198
592,592,795000.0,3.0,2.0,1683.0,0.27,"10005 Bonnie Vista Dr, San Diego, CA 91941",32.7572347,-116.9807121
593,593,2350000.0,5.0,4.5,4720.0,0.28,"13382 Greenstone Ct, San Diego, CA 92131",32.9215087,-117.0415722
594,594,1895000.0,5.0,3.0,3736.0,9494.0,"11361 Raedene Way, San Diego, CA 92131",32.9243447,-117.1064133
595,595,795000.0,2.0,1.0,750.0,2500.0,"3912 Conde St, San Diego, CA 92110",32.7509441,-117.1953213
596,596,799000.0,2.0,1.0,841.0,3758.0,"2432 Wightman St, San Diego, CA 92104",32.7476139,-117.1382748
597,597,849000.0,2.0,2.0,1503.0,,"8275 Station Village Ln Unit 3407, San Diego, CA 92108",32.7729319,-117.1466502
598,598,524900.0,2.0,2.0,1197.0,,"6780 Mission Gorge Rd Unit 32, San Diego, CA 92120",32.7966749,-117.0949514
599,599,1072000.0,2.0,2.0,1276.0,4.9,"8143 Auberge Cir, San Diego, CA 92127",33.0054287,-117.1419842
600,600,1367500.0,3.0,2.0,1955.0,6100.0,"6281 Estrella Ave, San Diego, CA 92120",32.787012,-117.0893143
601,601,869900.0,2.0,2.0,1286.0,,"17634 Plaza Arica, San Diego, CA 92128",33.0366096,-117.0539627
602,602,2349500.0,5.0,4.0,,6241.0,"1671-75 Diamond St, San Diego, CA 92109",32.8027073,-117.2401433
603,603,1399000.0,4.0,3.0,2542.0,,"16169 Veridian Cir, San Diego, CA 92127",33.0104538,-117.1251603
604,604,1572000.0,2.0,2.0,1572.0,,"200 Harbor Dr Unit 2601, San Diego, CA 92101",32.7089167,-117.162494
605,605,609000.0,2.0,2.0,1120.0,6.91,"5645 Friars Rd Unit 366, San Diego, CA 92110",32.763545,-117.1900895
606,606,149888.0,3.0,2.0,1736.0,,"3340 Del Sol Blvd Spc 44, San Diego, CA 92154",32.5752628,-117.0616082
607,607,799000.0,2.0,2.0,1348.0,8500.0,"12027 Callado Rd, San Diego, CA 92128",33.0155348,-117.0716623
608,608,1199000.0,3.0,2.0,1791.0,0.29,"12870 Orangeburg Ave, San Diego, CA 92129",32.952393,-117.1197882
609,609,1249000.0,4.0,2.0,1934.0,9400.0,"2886 Murat St, San Diego, CA 92117",32.8316503,-117.2247344
610,610,1549900.0,3.0,2.0,1584.0,6100.0,"5118 Marlborough Dr, San Diego, CA 92116",32.7705877,-117.1067351
611,611,495000.0,3.0,1.0,1178.0,0.33,"6117 Brooklyn Ave, San Diego, CA 92114",32.7129755,-117.0661917
612,612,849000.0,3.0,3.0,1700.0,,"1482 Acheson St, San Diego, CA 92111",32.7724229,-117.1735546
613,613,529999.0,1.0,1.0,687.0,1.38,"300 W Beech St Unit 404, San Diego, CA 92101",32.7211001,-117.1659385
614,614,1769000.0,4.0,3.0,2927.0,,"11675 Sardis Pl, San Diego, CA 92131",32.9310866,-117.079799
615,615,795000.0,1.0,1.0,1068.0,0.75,"941 W Hawthorn St Apt 3, San Diego, CA 92101",32.7256378,-117.1705053
616,616,1099000.0,4.0,2.0,1595.0,9400.0,"2519 Greyling Dr, San Diego, CA 92123",32.7911134,-117.1422615
617,617,739000.0,2.0,2.0,1467.0,,"15606 Via Marchena, San Diego, CA 92128",32.9987803,-117.0646516
618,618,729000.0,3.0,2.0,1350.0,,"12880 Via Moura, San Diego, CA 92128",33.0395022,-117.049475
619,619,4295000.0,4.0,3.5,3209.0,5400.0,"3535 Riviera Dr, San Diego, CA 92109",32.7832991,-117.2391579
620,620,699000.0,2.0,2.5,1267.0,1.55,"8728 Esplanade Park Ln, San Diego, CA 92123",32.8259233,-117.1395386
621,621,599000.0,3.0,2.0,825.0,2507.0,"3714 Clinton St, San Diego, CA 92113",32.7046004,-117.1143189
622,622,750000.0,4.0,2.0,1774.0,7277.0,"2085 Franklin Ave, San Diego, CA 92113",32.7040836,-117.1367008
623,623,875000.0,4.0,3.0,2021.0,4277.0,"1588 Hawken Dr, San Diego, CA 92154",32.5649466,-117.0331673
624,624,675000.0,2.0,2.5,,5832.0,"4660 Thorn St, San Diego, CA 92105",32.7404237,-117.0940948
625,625,559000.0,3.0,2.0,1408.0,0.67,"4748 68th St Apt B, San Diego, CA 92115",32.7646831,-117.0517936
626,626,998000.0,4.0,2.0,1640.0,5800.0,"11412 Almazon St, San Diego, CA 92129",32.996077,-117.0909691
627,627,1099900.0,4.0,2.0,2436.0,,"5184 Bowden Ave, San Diego, CA 92117",32.8267574,-117.1795507
628,628,1395000.0,3.0,2.5,2609.0,,"5762 Caminito Empresa, La Jolla, CA 92037",32.8193842,-117.2496602
629,629,1250000.0,6.0,3.0,2305.0,6098.0,"4384 36th St, San Diego, CA 92104",32.7568528,-117.1160497
630,630,635000.0,3.0,2.0,1239.0,6600.0,"7833 Gribble St, San Diego, CA 92114",32.7029573,-117.0324454
631,631,1074000.0,3.0,2.0,1528.0,6800.0,"5174 Walsh Way, San Diego, CA 92115",32.7755916,-117.0838442
632,632,635000.0,2.0,2.0,1030.0,,"5653 Riley St Apt 102, San Diego, CA 92110",32.7667022,-117.190664
633,633,619000.0,2.0,2.0,1046.0,,"7283 Camino Degrazia Unit 18, San Diego, CA 92111",32.7732989,-117.1676895
634,634,1048900.0,3.0,2.0,1308.0,8100.0,"8219 Calle Minas, San Diego, CA 92126",32.9225809,-117.1470867
635,635,700000.0,4.0,2.0,1760.0,7000.0,"1420 Ebbs St, San Diego, CA 92114",32.6913969,-117.0741447
636,636,3249895.0,5.0,4.0,3603.0,8382.0,"2812 Poinsettia Dr, San Diego, CA 92106",32.7484688,-117.2231266
637,637,8995000.0,7.0,8.5,12657.0,1.03,"4650 Rancho Del Mar Trl, San Diego, CA 92130",32.972618,-117.219888
638,638,634995.0,3.0,2.0,1534.0,5900.0,"5127 Reynolds St, San Diego, CA 92114",32.6942366,-117.084074
639,639,700000.0,4.0,2.0,1431.0,,"3507 Janse Way, San Ysidro, CA 92173",32.547775,-117.0540547
640,640,739000.0,2.0,2.0,1205.0,,"2939 Laurel St Unit 104, San Diego, CA 92104",32.731561,-117.1308337
641,641,890000.0,3.0,2.0,1714.0,9919.0,"12535 Camino Emparrado, San Diego, CA 92128",33.0388518,-117.0597095
642,642,810000.0,2.0,2.0,999.0,999.0,"727 Sapphire St Unit 314, San Diego, CA 92109",32.8072893,-117.2600948
643,643,1049000.0,4.0,2.0,1614.0,5000.0,"11137 Sagittarius Rd, San Diego, CA 92126",32.9234279,-117.1394582
644,644,1599900.0,3.0,2.5,2361.0,0.3,"9737 Keeneland Row, La Jolla, CA 92037",32.8820071,-117.2442321
645,645,599000.0,1.0,1.0,723.0,,"3550 Lebon Dr Unit 6427, San Diego, CA 92122",32.8691673,-117.2257705
646,646,1499000.0,2.0,2.5,1509.0,,"550 Front St Unit 608, San Diego, CA 92101",32.711071,-117.1651536
647,647,669000.0,3.0,1.0,1448.0,7500.0,"3678 Nassau Dr, San Diego, CA 92115",32.7442886,-117.0525375
648,648,818888.0,3.0,2.0,1278.0,6430.0,"7448 Carrie Ridge Way, San Diego, CA 92139",32.6874208,-117.0323075
649,649,775000.0,3.0,2.0,1350.0,,"12761 Camino De La Breccia Unit 82, San Diego, CA 92128",33.0415833,-117.0529404
650,650,745000.0,3.0,2.0,1454.0,,"12009 Caminito Campana, San Diego, CA 92128",33.023379,-117.070556
651,651,530000.0,2.0,2.0,766.0,2.03,"5402 Balboa Arms Dr Unit 408, San Diego, CA 92117",32.8236284,-117.179446
652,652,940000.0,5.0,4.0,2703.0,8367.0,"1880 Crystal Bluff Ct, San Diego, CA 92154",32.563737,-117.0254017
653,653,2795000.0,5.0,4.0,2405.0,2254.0,"807-809 Capistrano Pl, San Diego, CA 92109",32.763378,-117.250911
654,654,575888.0,5.0,3.0,2101.0,6700.0,"1397 Wyconda Way, San Diego, CA 92113",32.6918683,-117.0879353
655,655,589000.0,3.0,2.0,1077.0,3497.0,"5229 Wightman St, San Diego, CA 92105",32.747136,-117.0829708
656,656,650000.0,2.0,2.0,1205.0,,"2939 Laurel St Unit 302, San Diego, CA 92104",32.731561,-117.1308337
657,657,675000.0,4.0,2.0,1258.0,5700.0,"1678 Caithness Dr Lot 66, San Ysidro, CA 92173",32.5657417,-117.0554339
658,658,639900.0,3.0,2.0,1444.0,6900.0,"842 Ginna Pl, San Diego, CA 92114",32.6972319,-117.0827869
659,659,669000.0,3.0,1.5,1350.0,,"5055 Ducos Pl, San Diego, CA 92124",32.8206565,-117.0955294
660,660,774900.0,5.0,2.0,2045.0,,"6703 Springfield St, San Diego, CA 92114",32.726797,-117.0536409
661,661,2675000.0,4.0,4.5,4290.0,0.57,"11352 Stonemont Pt, San Diego, CA 92131",32.9231674,-117.0169268
662,662,2295000.0,3.0,2.0,2214.0,0.23,"5329 Calle Vista, San Diego, CA 92109",32.8138377,-117.2464612
663,663,549000.0,2.0,2.0,1016.0,4.54,"12515 Oaks North Dr Unit 226, San Diego, CA 92128",33.0321153,-117.0590096
664,664,489000.0,1.0,1.0,772.0,,"6116 Calle Mariselda Unit 104, San Diego, CA 92124",32.8340731,-117.0972223
665,665,1250000.0,3.0,2.5,1665.0,4931.0,"1449 Edgemont St, San Diego, CA 92102",32.7211125,-117.1264624
666,666,615000.0,3.0,3.0,1352.0,2.63,"353 61st St, San Diego, CA 92114",32.7070154,-117.0658239
667,667,2850000.0,4.0,3.0,2758.0,5004.0,"1055 Akron St, San Diego, CA 92106",32.7222238,-117.2367694
668,668,675000.0,4.0,2.0,1800.0,6938.0,"3675-3677 Marlborough, San Diego, CA 92105",32.7454572,-117.1054697
669,669,549000.0,1.0,1.0,791.0,,"12269 Carmel Vista Rd Unit 169, San Diego, CA 92130",32.9412055,-117.236641
670,670,574600.0,2.0,2.0,977.0,2.52,"2220 River Run Dr Unit 119, San Diego, CA 92108",32.778317,-117.1344827
671,671,865000.0,2.0,2.5,1274.0,0.75,"10785 New Grove Trl Unit 88, Carmel Valley, CA 92130",32.9305264,-117.198532
672,672,465000.0,2.0,1.0,782.0,7150.0,"3682 Nile St Unit 7, San Diego, CA 92104",32.7450207,-117.1211371
673,673,2900000.0,3.0,2.5,2571.0,6599.0,"5562 Caminito Genio, La Jolla, CA 92037",32.8164582,-117.2519729
674,674,499000.0,2.0,1.5,1008.0,10.52,"8005 Caminito De Pizza Unit F, San Diego, CA 92108",32.7730055,-117.1519568
675,675,885000.0,3.0,2.0,1434.0,7500.0,"7539 Golfcrest Dr, San Diego, CA 92119",32.8123285,-117.0434802
676,676,449900.0,2.0,2.0,880.0,,"3783 36th St Apt 4, San Diego, CA 92104",32.7475468,-117.1152483
677,677,1750000.0,3.0,2.0,1676.0,,"8518 Sugarman Dr, La Jolla, CA 92037",32.8616131,-117.2382065
678,678,425000.0,2.0,1.5,912.0,0.72,"4844 68th St Unit 16, San Diego, CA 92115",32.7668798,-117.0515585
679,679,2167720.0,4.0,4.5,3675.0,6377.0,"10213 Cassia Glen Dr, San Diego, CA 92127",33.0281725,-117.1173293
680,680,4999000.0,4.0,4.0,4303.0,1.77,"200 Harbor Dr Unit 3901, San Diego, CA 92101",32.7089167,-117.162494
681,681,1385000.0,8.0,4.0,3068.0,3804.0,"2041-2047 42nd St, San Diego, CA 92113",32.6849767,-117.1035176
682,682,649900.0,1.0,1.0,370.0,,"1021 Scott St Apt 253, San Diego, CA 92106",32.7197188,-117.2309686
683,683,870000.0,3.0,1.0,1244.0,5000.0,"4618 55th St, San Diego, CA 92115",32.7612617,-117.0763053
684,684,549900.0,2.0,2.5,1246.0,1.58,"792 Portside Pl, San Diego, CA 92154",32.5827656,-117.0190556
685,685,1100000.0,6.0,3.0,1532.0,4934.0,"1023 Goodyear St, San Diego, CA 92113",32.6954405,-117.1154219
686,686,720000.0,4.0,1.0,1232.0,8743.0,"5503 Cervantes Ave, San Diego, CA 92114",32.6941455,-117.0775235
687,687,748888.0,4.0,2.0,1372.0,,"8456 Noeline Pl, San Diego, CA 92114",32.7025958,-117.0234333
688,688,745800.0,2.0,2.0,952.0,0.29,"1742 39th St, San Diego, CA 92105",32.7234709,-117.1100904
689,689,1085000.0,3.0,2.5,1416.0,,"8127 Caminito Sonoma, La Jolla, CA 92037",32.8539168,-117.2335453
690,690,1595000.0,2.0,2.0,1117.0,,"4767 Ocean Blvd Unit 908, San Diego, CA 92109",32.8008688,-117.2577183
691,691,1425000.0,4.0,2.5,2069.0,1.0,"10631 Canyon Grv Unit 11, San Diego, CA 92130",32.929853,-117.2003929
692,692,1400000.0,6.0,4.0,3000.0,0.25,"4045 Van Dyke Ave, San Diego, CA 92105",32.750525,-117.1029661
693,693,2595000.0,5.0,4.0,2820.0,0.23,"5722 Skylark Pl, La Jolla, CA 92037",32.818875,-117.2626055
694,694,1200000.0,4.0,2.0,1900.0,5500.0,"4725 Tonopah Ave, San Diego, CA 92110",32.7746023,-117.203143
695,695,1200000.0,3.0,1.0,786.0,,"545 17th St, San Diego, CA 92101",32.7110912,-117.1483275
696,696,9395000.0,5.0,8.0,4643.0,0.27,"6545 El Camino Del Teatro, La Jolla, CA 92037",32.8309654,-117.2621462
697,697,425000.0,3.0,5.0,5035.0,2.89,"5220 Grand Del Mar Way Unit Vu, San Diego, CA 92130",32.9382646,-117.1955732
698,698,750000.0,3.0,2.0,1050.0,,"1104 Ransom St, San Diego, CA 92154",32.5766662,-117.0430456
699,699,748000.0,2.0,2.0,1094.0,,"12205 Pastoral Rd, San Diego, CA 92128",33.0168507,-117.0663756
700,700,1299000.0,2.0,1.0,784.0,0.36,"3755 Ocean Front Walk Unit 12, San Diego, CA 92109",32.7837514,-117.2535683
701,701,4395000.0,5.0,5.5,3624.0,,"7911 El Paseo Grande, La Jolla, CA 92037",32.8517548,-117.2557851
702,702,1650000.0,4.0,3.0,2259.0,5177.0,"4222 Graydon Rd, San Diego, CA 92130",32.9548403,-117.2230347
703,703,4900000.0,2.0,2.0,1200.0,2982.0,"5650 Dolphin Pl, La Jolla, CA 92037",32.8141395,-117.2722731
704,704,4950000.0,2.0,3.0,3050.0,1.37,"700 Front St Unit 2502, San Diego, CA 92101",32.7130581,-117.1651526
705,705,4200000.0,3.0,3.5,2370.0,,"298 Playa Del Sur, La Jolla, CA 92037",32.8293761,-117.2791963
706,706,2099000.0,4.0,3.5,2564.0,6000.0,"13755 Mira Montana Dr, Del Mar, CA 92014",32.9478848,-117.2484822
707,707,1695000.0,3.0,3.0,1335.0,0.64,"1056 Pearl St Unit 11, La Jolla, CA 92037",32.8410795,-117.2717858
708,708,512000.0,2.0,2.0,1120.0,2.15,"4545 Collwood Blvd Unit 40, San Diego, CA 92115",32.7606555,-117.080728
709,709,995000.0,8.0,4.0,2600.0,7636.0,"4250-4252 Division St, San Diego, CA 91950",32.6848788,-117.1026213
710,710,759000.0,2.0,1.0,1176.0,0.27,"6354 Celia Vista Dr, San Diego, CA 92115",32.75156700000001,-117.0595256
711,711,999000.0,5.0,3.0,2037.0,0.24,"5428 Gilbert Dr, San Diego, CA 92115",32.7599183,-117.0778683
712,712,650000.0,3.0,2.0,1664.0,6400.0,"1052 Madden Ave, San Diego, CA 92154",32.5777092,-117.0713865
713,713,1895000.0,2.0,2.0,,2037.0,"708-708 5 Zanzibar Ct, San Diego, CA 92109",32.7895573,-117.2547287
714,714,1695000.0,3.0,3.0,1834.0,7000.0,"4231 Narragansett Ave, San Diego, CA 92107",32.73702,-117.2396173
715,715,449950.0,1.0,1.0,616.0,6.79,"10767 San Diego Mission Rd Unit 106, San Diego, CA 92108",32.783163,-117.1076451
716,716,759000.0,4.0,3.5,2176.0,,"3688 Bayside Walk, San Diego, CA 92109",32.782502,-117.2513873
717,717,459000.0,1.0,1.0,673.0,0.46,"1333 8th Ave Unit 307, San Diego, CA 92101",32.7192403,-117.1571601
718,718,1500000.0,3.0,2.0,1732.0,6262.0,"3760 Grim Ave, San Diego, CA 92104",32.7467349,-117.1285204
719,719,569900.0,1.0,1.5,914.0,6.56,"6233 Caminito Carrena, San Diego, CA 92122",32.8508986,-117.2048735
720,720,318000.0,1.0,1.0,576.0,,"4129 Highland Ave Unit 2, San Diego, CA 92105",32.7519426,-117.0983949
721,721,679000.0,1.0,1.0,700.0,,"840 Turquoise St Unit 312, San Diego, CA 92109",32.8090739,-117.2581769
722,722,1799000.0,4.0,3.0,2927.0,5792.0,"11660 Alderhill Ter, San Diego, CA 92131",32.9314105,-117.0791094
723,723,1670000.0,3.0,2.5,2727.0,1.22,"3230 Welmer Pl, San Diego, CA 92122",32.8580481,-117.2145362
724,724,3585995.0,5.0,5.5,4922.0,0.4,"5381 Aurora Summit Trl, San Diego, CA 92130",33.100318,-117.0461363
725,725,1349000.0,5.0,3.0,2518.0,7536.0,"13087 Old West Ave, San Diego, CA 92129",32.9545777,-117.1318754
726,726,139900.0,2.0,2.0,865.0,22.33,"402 63rd St Spc 157, San Diego, CA 92114",32.7079771,-117.0643461
727,727,610000.0,2.0,2.0,840.0,0.41,"4205 Ohio St Unit 204, San Diego, CA 92104",32.7544036,-117.1285744
728,728,560000.0,2.0,2.0,866.0,2.02,"8361 Capricorn Way Apt 20, San Diego, CA 92126",32.9243516,-117.1435089
729,729,1395000.0,5.0,3.0,2259.0,,"4646 Leathers St, San Diego, CA 92117",32.8298505,-117.2268474
730,730,685000.0,2.0,2.5,1254.0,,"4968 Haight Trl, San Diego, CA 92123",32.827516,-117.137492
731,731,2099000.0,5.0,4.0,2300.0,7189.0,"4721-23 Niagara Ave, San Diego, CA 92107",32.742865,-117.2472754
732,732,1425000.0,4.0,2.5,1698.0,6800.0,"4110 Tamilynn Ct, San Diego, CA 92122",32.8504571,-117.2030971
733,733,1099000.0,4.0,2.5,2310.0,9100.0,"4638 Terraza Cir, San Diego, CA 92124",32.8253785,-117.0843931
734,734,1450000.0,3.0,2.0,1532.0,7129.0,"10775 Pacific Canyon Way, San Diego, CA 92121",32.9142853,-117.190773
735,735,549900.0,3.0,2.0,1373.0,,"6879 Parkside Ave, San Diego, CA 92139",32.6738277,-117.0412273
736,736,520000.0,3.0,2.0,1011.0,6591.0,"325 Gloria St, San Diego, CA 92113",32.7017394,-117.0902796
737,737,269000.0,1.0,1.0,378.0,,"3796 Alabama St Unit A226, San Diego, CA 92104",32.747267,-117.1426062
738,738,1550000.0,4.0,3.5,3110.0,,"11347 Merritage Ct, San Diego, CA 92131",32.9226413,-117.0501008
739,739,2099990.0,3.0,2.5,2112.0,,"8874 N La Jolla Scenic Dr, La Jolla, CA 92037",32.8676745,-117.2402144
740,740,1100000.0,2.0,1.0,1202.0,5009.0,"3777 Ray St, San Diego, CA 92104",32.7470253,-117.129026
741,741,1500000.0,3.0,2.0,1821.0,0.24,"5752 Calvin Way, San Diego, CA 92120",32.7838371,-117.0584912
742,742,560000.0,2.0,2.0,1153.0,,"10300 Caminito Cuervo Unit 47, San Diego, CA 92108",32.7876993,-117.1108062
743,743,549900.0,2.0,2.0,1118.0,,"17607 Pomerado Rd Unit 201, San Diego, CA 92128",33.0344088,-117.0588645
744,744,520000.0,2.0,2.0,1113.0,1313.0,"1923 Manzana Way, San Diego, CA 92139",32.6888727,-117.0228217
745,745,500000.0,2.0,2.0,945.0,,"9804 Caminito Bolsa, San Diego, CA 92129",32.961921,-117.116589
746,746,875000.0,2.0,2.5,1265.0,,"321 10th Ave Unit 515, San Diego, CA 92101",32.7088486,-117.1550768
747,747,359000.0,1.0,1.0,667.0,,"6255 Rancho Mission Rd Unit 216, San Diego, CA 92108",32.7871026,-117.1077078
748,748,615000.0,1.0,1.0,713.0,,"6333 LA Jolla Blvd Unit 281, La Jolla, CA 92037",32.8246674,-117.2756673
749,749,539500.0,2.0,2.0,1058.0,0.71,"5170 Clairemont Mesa Blvd Unit 3, San Diego, CA 92117",32.8347127,-117.179357
750,750,755000.0,2.0,2.0,934.0,,"7545 Charmant Dr Unit 1309, San Diego, CA 92122",32.8643877,-117.2262521
751,751,1500000.0,3.0,2.5,1895.0,,"12711 Camarena Rd, San Diego, CA 92130",32.9504846,-117.2237238
752,752,4495000.0,2.0,2.5,3530.0,0.38,"1370 W Muirlands Dr, La Jolla, CA 92037",32.8336603,-117.2649019
753,753,749000.0,3.0,2.0,1261.0,,"1441 9th Ave Unit 204, San Diego, CA 92101",32.7203126,-117.1561511
754,754,905000.0,3.0,2.5,1708.0,6000.0,"5720 Camber Dr, San Diego, CA 92117",32.8253233,-117.1746114
755,755,988000.0,2.0,2.0,1418.0,,"17626 Plaza Ascope, San Diego, CA 92128",33.0357778,-117.0545604
756,756,669000.0,3.0,1.5,1250.0,3.26,"10846 Lamentin Ct, San Diego, CA 92124",32.8266165,-117.0954681
757,757,2128000.0,4.0,4.5,3182.0,,"6458 Fischer Sendero Collection Way # 75, San Diego, CA 92130",32.97024530000001,-117.1806634
758,758,449000.0,2.0,1.5,843.0,,"4885 Cole St Unit 20, San Diego, CA 92117",32.834663,-117.2008931
